1.645000000000000000e+03,1.116800000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
4.866000000000000000e+03,1.364300000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
6.741000000000000000e+03,1.389200000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
1.696400000000000000e+04,1.713600000000000000e+04,1.110223024625155308e-16,2.000000000000000000e+00
1.728900000000000000e+04,1.801900000000000000e+04,1.110223024625155308e-16,3.000000000000000000e+00
1.672200000000000000e+04,1.694500000000000000e+04,1.110223024625155431e-16,2.000000000000000000e+00
1.802000000000000000e+04,1.802100000000000000e+04,1.110223024625155431e-16,5.000000000000000000e+00
1.762500000000000000e+04,1.802200000000000000e+04,1.110223024625155431e-16,6.000000000000000000e+00
1.163700000000000000e+04,1.204500000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.220700000000000000e+04,1.802400000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.568500000000000000e+04,1.597700000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.431500000000000000e+04,1.516800000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.558100000000000000e+04,1.802700000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.479200000000000000e+04,1.513100000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.535700000000000000e+04,1.802900000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.263400000000000000e+04,1.269000000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.354500000000000000e+04,1.803100000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.585500000000000000e+04,1.602900000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.704300000000000000e+04,1.803300000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.735200000000000000e+04,1.803400000000000000e+04,1.110223024625155554e-16,4.000000000000000000e+00
1.137200000000000000e+04,1.143100000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.152700000000000000e+04,1.803600000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.387800000000000000e+04,1.407100000000000000e+04,1.110223024625155554e-16,2.000000000000000000e+00
1.416000000000000000e+04,1.803800000000000000e+04,1.110223024625155554e-16,3.000000000000000000e+00
1.416900000000000000e+04,1.803900000000000000e+04,1.110223024625155554e-16,4.000000000000000000e+00
1.417000000000000000e+04,1.804000000000000000e+04,1.110223024625155554e-16,5.000000000000000000e+00
1.417500000000000000e+04,1.804100000000000000e+04,1.110223024625155554e-16,6.000000000000000000e+00
1.439400000000000000e+04,1.804200000000000000e+04,1.110223024625155554e-16,7.000000000000000000e+00
1.444000000000000000e+04,1.804300000000000000e+04,1.110223024625155554e-16,8.000000000000000000e+00
1.451800000000000000e+04,1.804400000000000000e+04,1.110223024625155554e-16,9.000000000000000000e+00
1.459000000000000000e+04,1.804500000000000000e+04,1.110223024625155554e-16,1.000000000000000000e+01
1.470600000000000000e+04,1.804600000000000000e+04,1.110223024625155554e-16,1.100000000000000000e+01
1.473100000000000000e+04,1.804700000000000000e+04,1.110223024625155554e-16,1.200000000000000000e+01
1.475500000000000000e+04,1.804800000000000000e+04,1.110223024625155554e-16,1.300000000000000000e+01
1.500100000000000000e+04,1.804900000000000000e+04,1.110223024625155554e-16,1.400000000000000000e+01
1.501900000000000000e+04,1.805000000000000000e+04,1.110223024625155554e-16,1.500000000000000000e+01
1.541900000000000000e+04,1.805100000000000000e+04,1.110223024625155554e-16,1.600000000000000000e+01
1.546300000000000000e+04,1.805200000000000000e+04,1.110223024625155554e-16,1.700000000000000000e+01
